index,group,fine_class,pred,u_msp,u_mls,u_energy,u_mahalanobis,u_proser
8763,near,motorcycle,automobile,0.30229236,-4.0333676,-4.3933228,3738.4174,-4.4543004e-05
8929,near,motorcycle,truck,0.14911009,-3.4351194,-3.5965919,5005.6274,-1.7824657e-05
8981,near,motorcycle,truck,0.24284518,-3.8076253,-4.0858128,3741.3778,-1.9360664e-05
9007,near,motorcycle,airplane,0.012620142,-5.3372803,-5.3499807,1062.5472,-6.0783196e-05
9017,near,motorcycle,automobile,0.0072166165,-6.3060489,-6.3132917,1523.195,-0.00023595762
9205,near,motorcycle,automobile,0.032305771,-4.9896798,-5.0225189,2274.3048,-9.7379159e-05
9276,near,motorcycle,airplane,0.11858966,-4.3586001,-4.4848321,4181.1853,-6.2312024e-05
9345,near,motorcycle,truck,0.16049344,-4.5790348,-4.7539758,2875.6256,4.0773831e-05
9654,near,motorcycle,automobile,0.17458292,-3.5114455,-3.703312,4137.0544,-6.2017011e-05
9833,near,motorcycle,automobile,0.7059236,-0.74341536,-1.967331,4190.5881,0.00014945717
85,near,tractor,truck,0.15810139,-3.4658797,-3.6379754,2616.5462,-1.8749971e-05
230,near,tractor,ship,0.20577955,-2.8577259,-3.0881201,4351.4229,-8.4516475e-07
262,near,tractor,truck,0.21532999,-2.9481134,-3.1906055,2685.1994,8.3204305e-05
283,near,tractor,truck,0.003814378,-6.2098031,-6.2136248,536.39091,-0.0001872838
299,near,tractor,automobile,0.010046021,-6.0259166,-6.0360134,1240.8238,-0.00017176027
321,near,tractor,truck,0.0079004462,-5.7192841,-5.7272159,992.9934,-0.00017165367
366,near,tractor,deer,0.42872728,-2.1922035,-2.7520921,4099.571,6.6397075e-05
409,near,tractor,truck,0.060863292,-4.5838571,-4.6466513,3092.6551,-6.7806642e-05
498,near,tractor,deer,0.59062241,-1.7250023,-2.6181196,3911.9529,0.00010545881
652,near,tractor,truck,0.016644793,-5.3928971,-5.409682,2318.696,-0.00011974461
921,near,tractor,truck,0.0086739299,-5.5905709,-5.5992827,625.68802,-0.00012763812
995,near,tractor,truck,0.015186103,-5.1666136,-5.1819162,992.86531,-0.00012872128
1081,near,tractor,truck,0.088793248,-4.5740676,-4.667053,2080.014,-4.6607952e-05
1181,near,tractor,cat,0.22334829,-2.7948933,-3.0476565,2546.3021,2.2193268e-05
1260,near,tractor,truck,0.0013530811,-7.1124744,-7.1138284,218.81768,-0.00023828164
1261,near,tractor,truck,0.061735555,-4.3100796,-4.373803,2144.2949,-3.2449505e-05
1753,near,tractor,truck,0.30313653,-3.2349255,-3.5960913,3915.7481,-2.0967558e-05
1864,near,tractor,truck,0.014189899,-5.3811011,-5.3953927,1231.5165,-0.00014945571
1881,near,tractor,truck,0.15691276,-3.2222347,-3.3929196,3771.8816,-3.0657613e-05
1976,near,tractor,truck,0.0061092312,-6.0420203,-6.0481483,1313.7033,-0.00014265221
2029,near,tractor,truck,0.005574104,-5.9858956,-5.9914853,832.46634,-0.00018445803
2101,near,tractor,ship,0.32944851,-2.5674608,-2.9671156,4263.1896,3.2143998e-05
2123,near,tractor,truck,0.01291698,-5.1898928,-5.2028939,698.69673,-0.00010190925
2144,near,tractor,truck,0.014430435,-5.2349358,-5.2494713,912.34893,-9.2880784e-05
2171,near,tractor,truck,0.52778031,-1.6764289,-2.4267399,4023.9364,0.00012785839
2503,near,tractor,deer,0.32592234,-3.4207151,-3.8151251,2750.5882,1.0600845e-05
2569,near,tractor,truck,0.42011901,-3.1259465,-3.6708789,2694.0554,9.4343e-05
2624,near,tractor,truck,0.0026540043,-6.5955429,-6.5982004,1264.8301,-0.00025254712
2675,near,tractor,truck,0.25742865,-2.7359865,-3.0336228,3803.6751,1.4799739e-05
2871,near,tractor,truck,0.017104425,-5.2726088,-5.2898612,1179.5341,-0.00011665436
2911,near,tractor,ship,0.013001562,-5.2769151,-5.2900019,1748.8309,-0.00014131077
2956,near,tractor,truck,0.0023724643,-6.8903961,-6.8927714,482.25895,-0.00021778884
2992,near,tractor,ship,0.049453127,-5.2910557,-5.3417735,1684.5035,-6.1274674e-05
3177,near,tractor,truck,0.0054776239,-6.1758699,-6.1813626,749.0056,-0.00019919061
3412,near,tractor,truck,0.27188795,-2.5696864,-2.8869867,3442.5176,4.4413174e-05
3484,near,tractor,truck,0.0013118923,-7.2896986,-7.2910114,459.90589,-0.00025460794
3532,near,tractor,truck,0.0036539407,-6.2824221,-6.2860827,422.24754,-0.00017219168
3840,near,tractor,truck,0.073106872,-4.2693548,-4.3452718,2208.4655,-4.1410645e-05
3913,near,tractor,truck,0.013657742,-5.9536891,-5.967441,2232.5123,-0.00013586814
4027,near,tractor,truck,0.12919714,-4.9095478,-5.0478875,1903.3398,6.5719476e-06
4109,near,tractor,truck,0.46819295,-2.3798635,-3.011338,3641.6966,9.8825674e-05
4404,near,tractor,airplane,0.057333373,-4.6882372,-4.7472798,1836.0712,-9.8348912e-05
4517,near,tractor,frog,0.56877549,-1.6196377,-2.4607642,2761.8034,0.00013286587
4610,near,tractor,truck,0.062302271,-4.3435435,-4.4078712,1768.168,-3.948828e-05
4663,near,tractor,truck,0.013955573,-5.4736938,-5.4877477,1248.9065,-0.00013107692
4691,near,tractor,truck,0.0033360155,-6.4626656,-6.4660072,454.72076,-0.00018774171
4731,near,tractor,truck,0.30644506,-3.2445941,-3.6105189,3502.4783,-2.5897549e-05
5025,near,tractor,ship,0.25893968,-3.561007,-3.8606803,2386.9111,6.0290861e-05
5141,near,tractor,airplane,0.40412466,-3.2101173,-3.7278411,2823.143,6.2944269e-05
5182,near,tractor,ship,0.038748653,-4.4586954,-4.4982148,1592.1863,-9.0737548e-05
5189,near,tractor,automobile,0.060305488,-4.6354833,-4.6976837,2052.6542,-5.9631635e-05
5287,near,tractor,truck,0.54436035,-2.5406287,-3.3266817,3634.4936,9.7555616e-05
5314,near,tractor,horse,0.64664102,-1.5343089,-2.5745797,3616.5991,0.00020080662
5327,near,tractor,deer,0.24447546,-3.7102647,-3.9906077,2870.9423,8.124032e-05
5445,near,tractor,truck,0.0094180785,-6.1015248,-6.1109875,1015.1889,-0.00014158016
5495,near,tractor,truck,0.0028929587,-6.6592159,-6.6621131,654.0296,-0.00018322697
5550,near,tractor,truck,0.0063977093,-6.1742926,-6.1807108,1208.2795,-0.00020058513
5696,near,tractor,truck,0.011428387,-5.6112161,-5.6227103,1061.0362,-0.00010597963
5818,near,tractor,truck,0.54218818,-1.8763174,-2.6576144,4077.6362,0.00016572994
6063,near,tractor,truck,0.3773816,-2.4110398,-2.8848613,3774.6568,9.5288409e-05
6360,near,tractor,automobile,0.0079904829,-5.9590011,-5.9670236,646.08334,-0.00015982717
6379,near,tractor,airplane,0.076822176,-4.2716579,-4.3515913,2811.0655,-8.6240706e-05
6398,near,tractor,automobile,0.079279335,-4.256422,-4.3390206,1749.1406,-3.4690968e-05
6430,near,tractor,truck,0.0092998924,-6.3995562,-6.4088996,999.29921,-0.00016221599
6546,near,tractor,truck,0.79272949,-0.39545637,-1.9691869,4080.8278,0.00025453327
6807,near,tractor,truck,0.0057559406,-5.9496279,-5.9554004,562.89383,-0.00016911982
6866,near,tractor,truck,0.0054959269,-6.1980066,-6.2035177,2092.6202,-0.00023784647
6930,near,tractor,truck,0.0013461621,-7.1155586,-7.1169057,728.76183,-0.00026802717
7006,near,tractor,truck,0.074035882,-3.7451224,-3.8220422,1774.9606,-2.176605e-05
7086,near,tractor,truck,0.0026191858,-7.08676,-7.0893827,877.09314,-0.00021270469
7146,near,tractor,truck,0.61126207,-1.9537083,-2.8985581,4302.7662,0.00020232903
7388,near,tractor,ship,0.45470553,-2.3749819,-2.9814112,4266.217,9.2501035e-05
7507,near,tractor,truck,0.0074078155,-6.1161222,-6.1235576,1909.2882,-0.00022084157
7590,near,tractor,truck,0.19087849,-3.3806503,-3.5924565,2643.0947,5.7098482e-05
7643,near,tractor,truck,0.50156151,-2.0328906,-2.7291656,3472.0952,0.00012136225
7660,near,tractor,truck,0.33959225,-2.7726688,-3.1875667,4269.366,5.8250561e-05
7736,near,tractor,ship,0.47989552,-3.0866084,-3.740334,3254.6295,5.7473889e-05
7829,near,tractor,deer,0.21804565,-2.7965479,-3.0425068,2276.2192,4.87415e-05
7884,near,tractor,ship,0.0044071857,-6.2302613,-6.2346783,567.56292,-0.00016847737
8026,near,tractor,airplane,0.30621255,-3.7049003,-4.0704899,3962.6973,-6.5395616e-05
8141,near,tractor,ship,0.19421015,-4.490324,-4.7062563,2144.0054,3.7032654e-05
8169,near,tractor,truck,0.054770613,-4.1689415,-4.2252691,2013.3511,-4.0579965e-05
8258,near,tractor,truck,0.058374097,-4.5105453,-4.5706925,2196.5018,-6.3118841e-05
8329,near,tractor,truck,0.03469747,-4.7962179,-4.8315316,1562.2938,-7.082438e-05
8580,near,tractor,truck,0.054655665,-4.8613424,-4.9175485,1595.7405,-1.1431107e-05
8906,near,tractor,airplane,0.060936134,-4.1156497,-4.1785215,2092.1434,-5.4794672e-05
8942,near,tractor,ship,0.44861793,-2.2675934,-2.8629207,3873.9018,6.5309707e-05
8996,near,tractor,ship,0.00032358689,-8.4455338,-8.4458574,289.99679,-0.00032680661
9019,near,tractor,truck,0.0014348913,-7.0033717,-7.0048076,267.56635,-0.00022133704
9039,near,tractor,truck,0.0056366405,-6.1561646,-6.1618172,1509.2361,-0.00017235148
9203,near,tractor,truck,0.0014542122,-7.3165975,-7.3180527,730.59533,-0.00028211353
9259,near,tractor,truck,0.0084226292,-5.7868633,-5.7953216,1149.7086,-0.00017015728
9288,near,tractor,truck,0.0090927412,-5.4142728,-5.4234071,527.85793,-0.00011562001
9395,near,tractor,deer,0.70233562,-0.84587407,-2.0576627,4573.5568,0.00016379828
9673,near,tractor,truck,0.23390385,-2.95049,-3.2169376,2739.3257,2.5388977e-05
9704,near,tractor,truck,0.020710062,-5.7136621,-5.7345897,1044.0371,-0.00010831745
9708,near,tractor,truck,0.18762523,-3.489229,-3.6970225,2856.4494,-2.173758e-05
9807,near,tractor,automobile,0.14136635,-4.2305717,-4.3829847,1921.1994,1.102712e-05
9922,near,tractor,bird,0.086617859,-3.6750686,-3.7656695,2210.6242,-6.0101116e-05
9969,near,tractor,truck,0.044299213,-4.3378692,-4.3831796,2016.9043,-7.7418343e-05
17,near,wolf,cat,0.053515467,-5.2837992,-5.3387998,2163.1656,-0.00017388211
214,near,wolf,cat,0.0033187354,-6.1879501,-6.1912744,404.84241,-0.00022825736
255,near,wolf,dog,0.39658978,-3.699362,-4.20452,3047.0813,-1.0063854e-05
471,near,wolf,cat,0.013393937,-5.2997117,-5.3131961,965.2539,-0.00017820977
632,near,wolf,cat,0.036018706,-5.3207917,-5.3574751,2031.4875,-0.00021957734
653,near,wolf,cat,0.031582718,-4.5703797,-4.6024719,1294.1266,-0.00014523985
684,near,wolf,cat,0.48219762,-3.2530503,-3.9112119,4090.9486,3.7769759e-06
712,near,wolf,dog,0.37746775,-3.1186585,-3.5926184,3193.6807,4.0477478e-05
720,near,wolf,dog,0.00062309659,-7.9802823,-7.9809056,599.6723,-0.00030422693
809,near,wolf,dog,0.0026357363,-7.0485606,-7.0511998,566.79133,-0.00019510351
897,near,wolf,cat,0.00053340652,-7.6712403,-7.6717739,359.00135,-0.00029534606
939,near,wolf,cat,0.012559474,-5.9315681,-5.9442072,1643.7741,-0.00019818288
1026,near,wolf,dog,0.085354689,-4.1979423,-4.2871612,1773.5547,-4.3014923e-05
1345,near,wolf,cat,0.0013134671,-6.9987049,-7.0000192,721.60301,-0.00023965066
1519,near,wolf,dog,0.0022617959,-7.0655799,-7.0678442,779.48779,-0.00024472827
1752,near,wolf,cat,0.029169268,-5.0435953,-5.0731985,1011.4822,-0.00015313881
1937,near,wolf,cat,0.15743489,-4.170464,-4.3417684,2966.7324,-0.00010107224
2064,near,wolf,dog,0.024765709,-5.0078139,-5.0328915,1200.1671,-6.5177547e-05
2102,near,wolf,bird,0.011718718,-6.0204167,-6.0322047,684.72252,-0.0001050514
2219,near,wolf,dog,0.0015821329,-7.0767674,-7.0783508,336.371,-0.0002672679
2337,near,wolf,horse,0.055494233,-4.0996614,-4.1567548,2689.7518,-8.7918361e-05
2340,near,wolf,cat,0.0084084714,-5.5777006,-5.5861446,1005.0019,-0.00019755125
2618,near,wolf,dog,0.14660116,-3.3309851,-3.4895133,2268.8159,2.5295789e-05
2826,near,wolf,deer,0.0061306069,-6.091207,-6.0973565,1033.9996,-0.00020187285
2835,near,wolf,dog,0.03988272,-4.8984909,-4.9391907,1399.3973,-8.3200435e-05
2842,near,wolf,cat,0.06501849,-4.6656528,-4.7328813,1410.4426,-0.00010103408
2933,near,wolf,cat,0.046543151,-4.0902023,-4.1378634,1855.1601,-0.000143713
2986,near,wolf,deer,0.18829597,-3.5744083,-3.7830278,2467.2947,0.00011532574
3219,near,wolf,cat,0.021193173,-5.1692243,-5.1906452,2061.1068,-0.00020764117
3487,near,wolf,cat,0.0017928537,-6.8718138,-6.8736082,798.14137,-0.00028175201
3538,near,wolf,dog,0.0034782176,-6.6225915,-6.6260758,443.92809,-0.00020175264
3613,near,wolf,dog,0.005633079,-6.5302596,-6.5359086,453.79181,-0.00014936345
3663,near,wolf,cat,0.012787173,-5.2430215,-5.2558911,771.70245,-0.00017402255
3731,near,wolf,dog,0.0028487893,-6.5615392,-6.564392,484.1923,-0.0002298129
3747,near,wolf,cat,0.049702979,-4.1421328,-4.1931134,1492.0525,-0.00011913112
3817,near,wolf,dog,0.098427974,-4.4392757,-4.5428911,2334.6963,-3.6320535e-05
3849,near,wolf,cat,0.35201207,-2.9372232,-3.3711064,3509.4713,4.8569392e-06
3877,near,wolf,cat,0.00093402743,-7.3004169,-7.3013514,1008.9448,-0.00026843876
3886,near,wolf,dog,0.0026978597,-6.9654751,-6.9681766,455.70617,-0.00018692857
3927,near,wolf,cat,0.02784032,-4.6166806,-4.6449158,1722.6669,-0.00016815759
4153,near,wolf,cat,0.045644426,-4.3101277,-4.3568467,2155.8487,-0.0001539949
4225,near,wolf,bird,0.46749103,-2.8614509,-3.4916065,2745.8126,8.0820092e-05
4283,near,wolf,cat,0.035335003,-4.3981504,-4.4341248,1396.0485,-0.00011439706
4285,near,wolf,dog,0.0013800722,-7.3291349,-7.330516,1127.7546,-0.00024610425
4294,near,wolf,deer,0.11046439,-4.2039137,-4.3209694,1703.0151,-1.1632276e-05
4378,near,wolf,dog,0.3993116,-4.204762,-4.7144409,3344.1931,2.5955304e-06
4470,near,wolf,cat,0.0053973581,-5.7458596,-5.7512716,348.0024,-0.00020208212
4602,near,wolf,dog,0.0020459438,-7.0380421,-7.0400901,584.41216,-0.00026225745
5031,near,wolf,cat,0.10689586,-3.9931507,-4.1062028,2158.8735,-2.6114555e-05
5078,near,wolf,dog,0.00076495496,-7.677752,-7.6785173,251.71244,-0.00026009225
5291,near,wolf,dog,0.16084036,-4.728683,-4.9040373,2479.4716,-3.0975107e-05
5408,near,wolf,cat,0.14963271,-3.560204,-3.7222909,2948.9278,2.2989367e-06
5425,near,wolf,dog,0.0005569183,-7.9531322,-7.9536892,242.96839,-0.00030310602
5781,near,wolf,cat,0.0047425487,-5.875155,-5.8799088,373.28145,-0.00020907811
5911,near,wolf,cat,0.56596807,-1.8986311,-2.7332683,4181.7123,0.00014006959
5912,near,wolf,cat,0.41075207,-2.0543456,-2.5832539,3738.9099,4.844577e-05
6010,near,wolf,deer,0.0041775323,-6.8616338,-6.8658201,1348.1239,-9.1166252e-05
6132,near,wolf,cat,0.0090255532,-5.5522871,-5.5613536,1056.1784,-0.00022228759
6160,near,wolf,cat,0.1960118,-3.1894743,-3.407645,2578.7884,-4.7865999e-05
6178,near,wolf,dog,0.0061947672,-5.9922519,-5.9984659,976.00358,-0.00021326699
6324,near,wolf,cat,0.50908197,-3.3465509,-4.058029,3782.2674,-5.4817735e-05
6433,near,wolf,cat,0.011187119,-5.3771486,-5.3883988,944.96632,-0.00017473853
6447,near,wolf,cat,0.11978551,-4.4434624,-4.571052,2997.558,-3.1887792e-05
6528,near,wolf,dog,0.44312109,-3.3448777,-3.9302852,3767.9552,4.7757851e-05
6552,near,wolf,cat,0.0020049827,-6.7331958,-6.7352028,484.40375,-0.00025962177
6561,near,wolf,cat,0.20926136,-2.9959569,-3.2307447,3275.7484,-1.6772487e-07
6652,near,wolf,dog,0.30121364,-3.5894353,-3.9478456,3632.5851,4.9990271e-05
6746,near,wolf,cat,0.25060294,-3.7384214,-4.0269078,3085.7896,-1.0915478e-05
6967,near,wolf,dog,0.0021062036,-7.0641551,-7.0662635,401.53512,-0.00022918601
7028,near,wolf,cat,0.0029744221,-6.426187,-6.4291659,681.54821,-0.00026472322
7087,near,wolf,cat,0.0051662504,-6.1455188,-6.1506984,1009.12,-0.00023669986
7125,near,wolf,cat,0.0045479761,-6.2197709,-6.2243293,939.05411,-0.00026488391
7135,near,wolf,dog,0.00026679817,-8.5435286,-8.5437954,348.77194,-0.00034362439
7308,near,wolf,dog,0.017957368,-5.6839609,-5.7020815,1045.5568,-0.0001602311
7375,near,wolf,cat,0.012646289,-5.0592113,-5.0719382,1081.2541,-0.00019594553
7472,near,wolf,horse,0.017017815,-5.0399828,-5.0571471,1154.1417,-0.00018295946
7561,near,wolf,bird,0.19580815,-4.1670117,-4.3849292,2685.1188,-7.2682588e-05
7582,near,wolf,deer,0.12172781,-3.6853511,-3.8151499,2077.5742,2.2869754e-05
7650,near,wolf,dog,0.32741552,-2.421957,-2.8185846,2663.904,0.00012015204
7752,near,wolf,cat,0.006542528,-5.6641264,-5.6706904,704.94261,-0.00021605981
7875,near,wolf,cat,0.39388901,-2.7247713,-3.2254634,3347.1632,5.8889487e-05
7980,near,wolf,dog,0.00085520155,-7.6351137,-7.6359693,465.80344,-0.0003003799
8101,near,wolf,cat,0.24171642,-3.6800706,-3.9567685,3047.8573,-3.2605788e-05
8407,near,wolf,cat,0.011887901,-5.4816332,-5.4935923,1433.4721,-0.00020433091
8418,near,wolf,cat,0.0081877264,-5.8613424,-5.8695639,1134.0107,-0.00021095385
8535,near,wolf,dog,0.47934192,-3.5583498,-4.2110116,3224.0438,-5.79656e-06
8634,near,wolf,cat,0.0068146427,-6.1265593,-6.1333972,1207.7686,-0.00021278118
8713,near,wolf,dog,0.0014842592,-7.1477842,-7.1492696,244.90105,-0.00023756738
8918,near,wolf,dog,0.5778019,-1.8334041,-2.6956847,3582.4089,9.8010705e-05
8960,near,wolf,cat,0.51435451,-2.6256819,-3.3479582,3231.2764,6.7307816e-05
9231,near,wolf,cat,0.00081559451,-7.45679,-7.4576059,794.83075,-0.00031643473
9317,near,wolf,cat,0.012701058,-5.4662647,-5.4790471,1427.8717,-0.00018217831
9346,near,wolf,dog,0.032624584,-4.8746328,-4.9078015,1691.9784,-0.00013142194
9587,near,wolf,cat,0.0010727458,-7.1001663,-7.1012396,274.12329,-0.0002991466
9768,near,wolf,cat,0.026865699,-4.8317928,-4.859026,1710.4059,-0.00017765877
9790,near,wolf,cat,0.00097932668,-7.2394075,-7.2403873,294.35121,-0.00029320674
9886,near,wolf,dog,0.020132755,-5.1805043,-5.2008425,1925.7601,-0.00018444983
9942,near,wolf,dog,0.20213723,-3.2930417,-3.5188604,2599.6843,-3.4684817e-06
9948,near,wolf,dog,0.38442638,-3.062011,-3.5472117,3102.1257,8.9325394e-05
9965,near,wolf,dog,0.02770775,-4.8559012,-4.8840001,1232.9259,-8.0914588e-05
242,near,fox,horse,0.032071438,-5.087647,-5.120244,1344.4296,-0.00015854021
338,near,fox,dog,0.010103165,-6.5228786,-6.5330332,1132.6524,-0.00016875771
351,near,fox,cat,0.00029688518,-8.3826017,-8.3828987,604.25821,-0.00035541473
669,near,fox,cat,0.054778263,-4.8338337,-4.8901694,1963.4768,-9.524953e-05
959,near,fox,dog,0.11533181,-4.5770073,-4.6995499,2571.009,1.2718858e-05
969,near,fox,cat,0.015143354,-5.4171724,-5.4324316,1419.0662,-0.0001607684
1133,near,fox,deer,0.013776711,-5.0702929,-5.0841654,766.00519,-0.00010464945
1227,near,fox,cat,0.084196618,-4.0750718,-4.1630254,2893.4165,2.7904732e-05
1320,near,fox,deer,0.21703733,-3.9213052,-4.1659754,2213.2654,5.1711794e-05
1403,near,fox,deer,0.25906889,-4.3445039,-4.6443515,3255.6271,4.1296353e-05
1425,near,fox,deer,0.087573187,-4.5059919,-4.5976393,2313.2029,-0.00012062728
1432,near,fox,cat,0.11867424,-4.1531606,-4.2794885,2828.0451,-3.4238288e-05
1498,near,fox,cat,0.058245833,-4.5048766,-4.5648876,2183.4751,-0.00010288822
1645,near,fox,dog,0.4179107,-3.4234507,-3.9645821,2392.3885,8.4205245e-05
1698,near,fox,deer,0.0090764279,-5.6435342,-5.6526521,649.35305,-0.00013131655
1783,near,fox,cat,0.074884773,-4.168035,-4.245872,2827.705,-9.5654166e-05
1799,near,fox,cat,0.34634305,-4.258626,-4.6837986,2868.2347,-1.9270885e-05
2131,near,fox,deer,0.34548871,-2.3816893,-2.8055557,3284.1515,0.00015380651
2336,near,fox,deer,0.063113916,-4.1672053,-4.2323989,1233.6758,8.4844818e-06
2349,near,fox,deer,0.25655104,-4.7859983,-5.0824535,3494.2358,-8.759189e-05
2356,near,fox,deer,0.28582437,-3.0814395,-3.4180659,2584.4639,9.3731968e-05
2435,near,fox,cat,0.040022724,-5.0232477,-5.0640934,2724.0247,-6.4531275e-05
2518,near,fox,deer,0.46267761,-3.3944752,-4.0156322,2602.9749,0.00012961831
2544,near,fox,deer,0.0029683556,-7.833806,-7.8367788,2168.318,-0.0001704368
2756,near,fox,cat,0.036902759,-4.7953997,-4.8330006,1919.3065,-0.00015197615
2828,near,fox,cat,0.34192492,-3.5775151,-3.9959514,3094.8989,2.4716931e-05
2891,near,fox,cat,0.24613313,-2.680187,-2.9627265,3168.9015,5.6837424e-05
3136,near,fox,cat,0.080437159,-3.7053106,-3.7891675,1946.1944,-7.2644825e-05
3368,near,fox,dog,0.60475425,-1.9873163,-2.9155638,3419.0829,0.00016646342
3605,near,fox,dog,0.0031413583,-6.4074516,-6.4105979,769.29523,-0.00017690973
3607,near,fox,deer,0.044104045,-4.5022397,-4.5473459,1112.2122,-2.5685768e-05
3608,near,fox,cat,0.0043214172,-6.1789289,-6.1832596,729.65203,-0.00023279459
3644,near,fox,deer,0.030567491,-4.930397,-4.9614415,1223.5197,-4.8379316e-05
3760,near,fox,cat,0.0010636032,-7.2744207,-7.2754849,530.14158,-0.00027254205
3823,near,fox,cat,0.0085881748,-5.5766397,-5.5852649,925.42758,-0.00020916742
3908,near,fox,dog,0.095410778,-4.9200025,-5.0202768,2433.1603,-8.8835255e-05
4003,near,fox,deer,0.063850617,-4.7601857,-4.8261659,2191.9647,-7.2411448e-05
4004,near,fox,cat,0.019012125,-5.2330165,-5.2522117,1069.3787,-0.0001946294
4049,near,fox,dog,0.43489548,-2.7785101,-3.3492547,3215.7428,0.00013136214
4182,near,fox,deer,0.50461697,-3.1023912,-3.8048153,3203.9132,0.00013406519
4255,near,fox,deer,0.063123198,-4.5442195,-4.609423,2640.2137,-0.0001184125
4264,near,fox,deer,0.0052353635,-6.3469548,-6.3522039,799.38217,-0.00013914838
4277,near,fox,dog,0.26792591,-3.4179196,-3.7297932,2773.0417,-1.9836138e-05
4313,near,fox,cat,0.0047352371,-5.9532933,-5.9580398,594.82855,-0.00023628139
4341,near,fox,airplane,0.37649968,-4.661972,-5.134378,3092.816,9.8118893e-05
4441,near,fox,dog,0.060674804,-3.8860164,-3.9486099,1243.1069,-6.3379099e-06
4621,near,fox,deer,0.026640315,-5.2638984,-5.2909,1555.932,-0.0001225423
4703,near,fox,cat,0.016262465,-5.501266,-5.5176622,834.8713,-0.00018265195
4706,near,fox,cat,0.0012066388,-7.2919822,-7.2931895,829.72577,-0.00025835263
4754,near,fox,deer,0.02548245,-4.7737508,-4.7995635,1135.4533,-9.0848205e-05
4878,near,fox,dog,0.78047583,-0.28940392,-1.8056969,4403.212,0.00022900252
4889,near,fox,horse,0.0082427574,-5.4116702,-5.4199471,292.63675,-0.00018213857
4991,near,fox,dog,0.012580635,-5.7928801,-5.8055405,1370.8123,-5.5260493e-05
5084,near,fox,deer,0.4074941,-3.7472947,-4.2706891,2906.2317,2.2121093e-05
5619,near,fox,cat,0.015760923,-5.1239181,-5.1398045,1121.7389,-0.00015691482
5726,near,fox,bird,0.0032885463,-6.4119453,-6.4152393,434.29954,-0.00021069268
5832,near,fox,deer,0.0022063699,-7.2129202,-7.215129,1051.885,-0.00023519713
5889,near,fox,deer,0.10131158,-4.4064436,-4.5132625,1521.2178,5.2534266e-05
5896,near,fox,bird,0.65097196,-1.6698934,-2.7224964,4304.0247,0.00014507945
5945,near,fox,horse,0.52419844,-1.5245229,-2.2672773,3995.2439,9.3521435e-05
6080,near,fox,cat,0.48035415,-2.6030846,-3.2576923,3420.9875,0.00014643851
6162,near,fox,cat,0.0010474356,-7.2944508,-7.2954987,619.92091,-0.00027916317
6163,near,fox,deer,0.00054073723,-8.0282211,-8.028762,671.24125,-0.00024993449
6469,near,fox,deer,0.34017943,-3.9252148,-4.3410021,4046.8698,-1.3375781e-05
6505,near,fox,cat,0.076521376,-4.7170324,-4.7966401,2477.8901,-0.00011439613
6545,near,fox,deer,0.020866301,-5.0233216,-5.0444087,937.01159,-5.7630372e-05
6693,near,fox,cat,0.10489725,-4.6963692,-4.8071859,1964.3697,-0.00013758008
6816,near,fox,dog,0.059466788,-3.8370922,-3.8984005,1538.0684,2.6959249e-06
7021,near,fox,cat,0.44576368,-1.9544845,-2.5446486,4004.8346,0.00014435059
7141,near,fox,deer,0.33528255,-2.4823697,-2.8907629,3215.453,6.8537003e-05
7225,near,fox,cat,0.00063867951,-7.5372019,-7.5378408,321.56126,-0.00028274689
7248,near,fox,dog,0.013940475,-5.4763732,-5.4904118,853.19123,-0.00011494696
7279,near,fox,cat,0.023419688,-4.9134154,-4.9371137,1404.045,-0.00012165502
7317,near,fox,deer,0.025018401,-5.4149189,-5.4402556,1178.8828,-8.8095123e-05
7373,near,fox,cat,0.13173292,-3.9611707,-4.1024266,2270.6914,-6.6687045e-05
7503,near,fox,dog,0.031668492,-4.7756991,-4.8078799,1387.7756,-6.9283556e-05
7564,near,fox,cat,0.0032001972,-6.7788134,-6.7820187,1339.1305,-0.00026635964
7621,near,fox,deer,0.09313244,-4.8961473,-4.9939061,2574.1203,-7.2698704e-05
7799,near,fox,horse,0.12289928,-3.2779739,-3.4091073,2702.4252,-2.3850183e-05
7924,near,fox,dog,0.45020455,-2.7893496,-3.3875585,3756.1386,0.00016155822
7973,near,fox,cat,0.012411513,-5.2245803,-5.2370695,939.71327,-0.00018163182
8100,near,fox,dog,0.43636263,-2.7899446,-3.3632888,3967.0018,0.00011059302
8109,near,fox,deer,0.0021155538,-7.1204801,-7.1225979,867.34786,-0.00018791228
8132,near,fox,dog,0.20173557,-4.1914582,-4.4167736,3376.2331,0.00015302769
8150,near,fox,cat,0.015423313,-5.1826,-5.1981435,1328.1579,-0.00017270934
8185,near,fox,deer,0.25585293,-3.3785861,-3.6741026,3114.2087,0.00010223117
8187,near,fox,cat,0.0011203967,-7.0598106,-7.0609317,178.52237,-0.00028274747
8381,near,fox,frog,0.054565197,-3.9814525,-4.0375628,1049.4655,-2.3053749e-05
8405,near,fox,deer,0.018051267,-5.799356,-5.8175722,1821.908,-7.060693e-05
8618,near,fox,deer,0.48733594,-2.6224244,-3.2905589,2900.3953,0.00016506414
8672,near,fox,dog,0.14151106,-3.6315835,-3.7841649,2035.0905,6.8331129e-06
8715,near,fox,cat,0.0011952578,-7.0198302,-7.0210262,198.90034,-0.00027158142
8731,near,fox,cat,0.19903275,-4.1754289,-4.3973641,3080.8078,-4.4831296e-05
