index,group,fine_class,pred,u_msp,u_mls,u_energy,u_mahalanobis
5696,near,tractor,truck,0.00085935464,-8.8731785,-8.8740382,359.38335
5818,near,tractor,truck,0.41103704,-5.0787191,-5.6081111,2198.8006
6063,near,tractor,truck,0.0010861886,-8.9863043,-8.9873911,650.66681
6360,near,tractor,truck,0.39447478,-4.3643942,-4.8660532,2181.8416
6379,near,tractor,truck,0.13201379,-5.5382605,-5.6798399,1652.9326
6398,near,tractor,truck,0.011248224,-6.9264307,-6.9377427,1013.3857
6430,near,tractor,ship,0.26439259,-6.5413275,-6.8483862,2299.9385
6546,near,tractor,frog,0.65745449,-2.9007139,-3.9720647,3088.0408
6807,near,tractor,truck,0.0032668783,-7.7901349,-7.7934071,782.26934
6866,near,tractor,truck,0.00011571271,-10.771465,-10.771581,746.17049
6930,near,tractor,frog,0.27647881,-4.574069,-4.8976945,1904.8235
7006,near,tractor,truck,0.46847116,-3.1551845,-3.7871823,2184.1663
7086,near,tractor,truck,0.2334234,-6.9437342,-7.2095548,2481.1821
7146,near,tractor,truck,0.12781929,-6.3508124,-6.4875711,2343.4843
7388,near,tractor,truck,0.046691436,-6.6926723,-6.7404889,1726.7476
7507,near,tractor,truck,0.32944907,-4.2188578,-4.6185134,2409.6359
7590,near,tractor,truck,0.39948717,-5.6825294,-6.1925007,2583.0928
7643,near,tractor,truck,0.7097539,-2.0871925,-3.3242186,2665.4643
7660,near,tractor,truck,0.010899729,-7.5399384,-7.550898,998.52299
7736,near,tractor,truck,0.013197985,-7.8525028,-7.8657887,894.02058
7829,near,tractor,frog,0.26845753,-3.9907265,-4.3033265,2308.3528
7884,near,tractor,ship,0.41134223,-6.1373639,-6.6672742,2468.778
8026,near,tractor,airplane,0.033309216,-6.4489875,-6.4828641,1614.1642
8141,near,tractor,ship,0.16179498,-5.7142696,-5.8907622,1992.1992
8169,near,tractor,truck,0.11211628,-5.8711219,-5.9900364,1372.9968
8258,near,tractor,cat,0.18451581,-5.3794689,-5.5834422,2147.1382
8329,near,tractor,truck,0.11607458,-6.0828114,-6.2061939,2210.3409
8580,near,tractor,truck,0.090379854,-7.5664768,-7.661205,1876.1235
8906,near,tractor,airplane,0.11982831,-6.807478,-6.9351162,1977.5287
8942,near,tractor,truck,0.15609686,-4.8478122,-5.0175297,1753.5414
8996,near,tractor,ship,0.0046815973,-8.5154619,-8.5201545,866.77801
9019,near,tractor,truck,0.0020185378,-8.6389494,-8.64097,538.2436
9039,near,tractor,truck,0.17404203,-4.207088,-4.3982994,1701.7601
9203,near,tractor,truck,0.011508052,-6.482769,-6.4943438,1012.812
9259,near,tractor,truck,0.00099818666,-9.0947723,-9.095771,943.18881
9288,near,tractor,truck,0.0016815064,-8.1705341,-8.1722171,466.9795
9395,near,tractor,truck,0.28847965,-4.2218938,-4.562245,2011.4247
9673,near,tractor,truck,0.013545332,-7.0539393,-7.0675772,1536.2726
9704,near,tractor,truck,0.16221303,-8.1081285,-8.28512,1762.9353
9708,near,tractor,truck,0.015967322,-7.781075,-7.7971712,1075.1122
9807,near,tractor,truck,0.13975966,-6.0141902,-6.1647337,1794.2259
9922,near,tractor,truck,0.21218126,-4.4301219,-4.6686091,1505.663
9969,near,tractor,truck,0.40195229,-3.5212665,-4.0353512,2198.034
17,near,wolf,cat,0.29468036,-8.2992916,-8.6483958,1809.0767
214,near,wolf,cat,0.0012557026,-8.5241165,-8.525373,303.4201
255,near,wolf,cat,0.039977465,-7.5097575,-7.550556,1280.8532
471,near,wolf,cat,0.31345226,-5.7479782,-6.1240577,2150.4189
632,near,wolf,dog,0.25303057,-7.2071891,-7.4989201,1740.5248
653,near,wolf,deer,0.30028212,-4.4668555,-4.8239336,2306.1853
684,near,wolf,cat,0.34996781,-6.4301238,-6.8608572,2048.6591
712,near,wolf,dog,0.0029501966,-9.6442318,-9.6471864,663.0578
720,near,wolf,dog,0.0049384192,-10.002398,-10.007348,1061.4192
809,near,wolf,dog,0.0047351468,-9.2862024,-9.2909488,1773.8907
897,near,wolf,cat,0.009012028,-6.9190784,-6.9281312,597.35359
939,near,wolf,cat,0.59644197,-4.8760743,-5.7835093,3152.0262
1026,near,wolf,dog,0.018460279,-8.0540895,-8.0727223,875.90925
1345,near,wolf,cat,0.020162279,-6.8274302,-6.8477986,888.77108
1519,near,wolf,dog,0.019933631,-8.6483173,-8.6684523,957.66245
1752,near,wolf,cat,0.068010235,-6.603013,-6.6734465,1328.6071
1937,near,wolf,cat,0.16276273,-5.9263349,-6.1039826,1268.8096
2064,near,wolf,dog,0.014298542,-6.8860698,-6.9004715,1020.5012
2102,near,wolf,bird,0.0023008615,-8.6706543,-8.6729578,641.92495
2219,near,wolf,dog,0.00040188456,-10.024929,-10.025331,340.26526
2337,near,wolf,horse,0.054812455,-6.3033166,-6.3596885,1488.2822
2340,near,wolf,cat,0.0017941729,-9.9247704,-9.9265661,775.82596
2618,near,wolf,cat,0.34360816,-5.0655417,-5.4865391,2216.6908
2826,near,wolf,deer,0.11641747,-6.1688638,-6.2926344,2025.1232
2835,near,wolf,dog,0.052990005,-7.0555091,-7.1099547,1149.9975
2842,near,wolf,cat,0.0005698371,-9.3841877,-9.3847577,364.48593
2933,near,wolf,cat,0.19248929,-6.1192703,-6.3330693,1288.6217
2986,near,wolf,dog,0.4896405,-4.4955454,-5.1681853,2606.2418
3219,near,wolf,dog,0.01813968,-8.9722672,-8.9905734,1211.5973
3487,near,wolf,cat,0.12975519,-7.2662067,-7.4051875,1202.3702
3538,near,wolf,dog,0.0003882011,-11.578462,-11.57885,374.41327
3613,near,wolf,dog,0.046554534,-8.001399,-8.0490721,1765.2146
3663,near,wolf,cat,0.040107647,-6.7259326,-6.7668667,1150.4701
3731,near,wolf,dog,0.0026563773,-9.1539145,-9.1565744,631.99724
3747,near,wolf,cat,0.14583069,-6.0395007,-6.1971266,1803.6153
3817,near,wolf,cat,0.32909014,-7.9497023,-8.3488228,2111.9969
3849,near,wolf,dog,0.32548033,-6.2766829,-6.6704373,1869.378
3877,near,wolf,cat,0.01597247,-6.9262447,-6.9423461,917.00917
3886,near,wolf,dog,0.015668263,-7.1298046,-7.1455969,811.19553
3927,near,wolf,cat,0.22890336,-6.0794668,-6.3394084,1935.4542
4153,near,wolf,cat,0.021896351,-7.5208044,-7.542944,866.58123
4225,near,wolf,dog,0.033337069,-6.3901229,-6.4240283,1436.4713
4283,near,wolf,cat,0.10789851,-6.6001482,-6.7143236,1076.948
4285,near,wolf,dog,0.0029157062,-8.7233763,-8.7262962,861.38657
4294,near,wolf,dog,0.050573369,-7.3773851,-7.4292822,1080.3702
4378,near,wolf,dog,0.0017770971,-8.9679289,-8.9697076,416.73097
4470,near,wolf,horse,0.42111595,-4.0540357,-4.6006887,2174.7415
4602,near,wolf,dog,0.0018400654,-8.9127235,-8.9145653,411.17961
5031,near,wolf,deer,0.37460819,-3.4198134,-3.8891903,2515.3526
5078,near,wolf,dog,0.0014217414,-8.6298618,-8.6312846,329.47637
5291,near,wolf,dog,0.0067645091,-9.0687256,-9.0755131,766.41611
5408,near,wolf,cat,0.19948719,-5.7568712,-5.979374,1577.7524
5425,near,wolf,dog,0.020173402,-7.6807179,-7.7010976,1057.2992
5781,near,wolf,cat,0.17620899,-7.8164506,-8.010289,1720.8439
5911,near,wolf,cat,0.071966162,-6.3115869,-6.3862739,1479.9048
5912,near,wolf,dog,0.59563258,-3.6825991,-4.5880304,2400.3693
6010,near,wolf,deer,0.00058339753,-9.23843,-9.2390136,814.36896
6132,near,wolf,dog,0.090613529,-7.3059602,-7.4009453,1381.5001
6160,near,wolf,dog,0.23457782,-5.2861505,-5.5534782,1923.6583
6178,near,wolf,bird,0.6809973,-4.1706758,-5.3132315,2695.3239
6324,near,wolf,cat,0.47852742,-5.4521155,-6.1032141,2719.9314
6433,near,wolf,cat,0.00029645284,-10.260291,-10.260588,281.04424
6447,near,wolf,cat,0.0014754349,-9.3312244,-9.332701,342.05317
6528,near,wolf,dog,0.43952095,-7.5077777,-8.0867411,2277.327
6552,near,wolf,cat,0.0040633317,-8.0235538,-8.0276255,535.86123
6561,near,wolf,bird,0.097187557,-6.3490052,-6.4512457,1647.4722
6652,near,wolf,dog,0.047929569,-7.7619834,-7.8110997,1978.4837
6746,near,wolf,dog,0.56977537,-4.6248903,-5.4683381,3018.5446
6967,near,wolf,dog,0.00021871937,-10.672979,-10.673198,779.34179
7028,near,wolf,cat,0.0019268335,-8.5710506,-8.5729793,364.50765
7087,near,wolf,cat,0.019319196,-8.4436045,-8.4631127,734.3
7125,near,wolf,cat,0.041433397,-7.5892668,-7.631583,929.2141
7135,near,wolf,dog,0.0032867913,-8.7717466,-8.7750388,738.89423
7308,near,wolf,dog,0.0080426223,-8.2909555,-8.2990307,457.8909
7375,near,wolf,horse,0.18160738,-5.860847,-6.0612601,1618.8621
7472,near,wolf,dog,0.50363909,-4.4947939,-5.1952459,1997.5588
7561,near,wolf,cat,0.030549748,-7.3100729,-7.341099,1488.5155
7582,near,wolf,deer,0.1476263,-6.4613032,-6.6210335,2023.8882
7650,near,wolf,dog,0.023978809,-7.3594661,-7.3837371,870.54005
7752,near,wolf,cat,0.0044467926,-8.4263601,-8.4308168,664.58385
7875,near,wolf,cat,0.061396171,-5.5310154,-5.5943772,1140.1284
7980,near,wolf,dog,0.0014898033,-8.6585445,-8.6600355,629.28358
8101,near,wolf,cat,0.049998552,-7.4080043,-7.4592961,967.35792
8407,near,wolf,cat,0.0030786413,-8.6152668,-8.6183502,999.32712
8418,near,wolf,cat,0.02090423,-7.51756,-7.5386858,1069.8593
8535,near,wolf,dog,0.0058618426,-9.0738373,-9.0797164,630.85594
8634,near,wolf,frog,0.42910738,-3.7343333,-4.2948874,1977.306
8713,near,wolf,dog,0.00022482878,-10.169631,-10.169856,329.05889
8918,near,wolf,dog,0.046676348,-7.3656869,-7.4134877,1251.5515
8960,near,wolf,cat,0.37313942,-3.3348205,-3.8018516,2242.3238
9231,near,wolf,cat,0.29481079,-7.4405551,-7.7898442,1634.3487
9317,near,wolf,cat,0.19627927,-6.0325122,-6.2510156,2561.054
9346,near,wolf,dog,0.45133022,-3.8583896,-4.4586481,3250.2041
9587,near,wolf,cat,0.0014622809,-9.2198915,-9.2213549,549.82705
9768,near,wolf,cat,0.020442498,-6.9612174,-6.9818717,731.17901
9790,near,wolf,cat,0.01491881,-8.8846626,-8.8996938,1017.0696
9886,near,wolf,dog,0.0055079673,-8.4375057,-8.4430289,1784.8526
9942,near,wolf,dog,0.00183815,-8.5318136,-8.5336535,526.26959
9948,near,wolf,dog,0.22221189,-5.1507902,-5.4020914,1821.2461
9965,near,wolf,dog,0.021666889,-7.5325093,-7.5544144,910.22921
242,near,fox,horse,0.074422308,-6.1615839,-6.2389211,1189.0095
338,near,fox,dog,0.040710808,-8.6800079,-8.7215706,1179.0707
351,near,fox,cat,0.0028998613,-8.597928,-8.6008321,1027.1313
669,near,fox,cat,0.18219897,-7.1524086,-7.3535448,1886.7108
959,near,fox,dog,0.16919114,-7.875721,-8.0610765,2594.464
969,near,fox,cat,0.064498378,-8.0199442,-8.0866166,1124.9507
1133,near,fox,deer,0.015620972,-7.7756114,-7.7913557,1258.9557
1227,near,fox,deer,0.24096119,-6.4780393,-6.7537416,2612.9509
1320,near,fox,dog,0.030452455,-6.9852085,-7.0161343,1253.7616
1403,near,fox,deer,0.40258082,-5.531754,-6.0468903,2615.5435
1425,near,fox,deer,0.0049259948,-9.7933455,-9.7982836,1728.5135
1432,near,fox,cat,0.045916118,-6.6601925,-6.7071962,1123.2088
1498,near,fox,cat,0.019941689,-8.0039816,-8.0241248,1234.2701
1645,near,fox,deer,0.010503594,-7.9558015,-7.9663606,952.57441
1698,near,fox,horse,0.45946301,-4.2800713,-4.8952635,1901.896
1783,near,fox,cat,0.017930786,-7.536778,-7.5548715,1370.0952
1799,near,fox,cat,0.023487905,-6.9515686,-6.9753367,1038.0488
2131,near,fox,horse,0.2263443,-4.6781754,-4.9348038,1829.0475
2336,near,fox,deer,0.33313864,-5.2989306,-5.7041038,2641.3561
2349,near,fox,deer,0.056025169,-7.5109215,-7.5685773,1806.0663
2356,near,fox,deer,0.43347581,-4.308856,-4.8770915,2703.6934
2435,near,fox,dog,0.21474926,-7.7393961,-7.9811483,2110.6584
2518,near,fox,deer,0.47237533,-5.7426324,-6.3820025,2656.4309
2544,near,fox,deer,0.0001132451,-12.037816,-12.037929,1221.0295
2756,near,fox,cat,0.19371583,-6.0262012,-6.2415203,1425.1582
2828,near,fox,cat,0.59077378,-4.7941208,-5.687608,2694.237
2891,near,fox,dog,0.10746139,-5.5963387,-5.7100242,1471.7807
3136,near,fox,deer,0.039579199,-6.4814687,-6.5218524,1546.9771
3368,near,fox,deer,0.18308514,-6.6489911,-6.8512115,2773.0334
3605,near,fox,cat,0.012067516,-6.9985929,-7.0107338,780.98984
3607,near,fox,deer,0.015348421,-8.1411219,-8.1565893,1077.2095
3608,near,fox,cat,0.0054300407,-8.8496761,-8.855121,965.86173
3644,near,fox,deer,0.033709237,-5.983963,-6.0182535,1250.7484
3760,near,fox,cat,0.0068224783,-10.008386,-10.015232,984.56772
3823,near,fox,cat,0.10042113,-6.9039078,-7.0097363,1394.6595
3908,near,fox,cat,0.083906234,-7.0987082,-7.1863447,1440.0046
4003,near,fox,deer,0.001144766,-8.7327538,-8.7338992,428.54673
4004,near,fox,cat,0.0069359832,-7.6849337,-7.6918938,679.08579
4049,near,fox,cat,0.053596476,-6.895308,-6.9503943,1384.4307
4182,near,fox,deer,0.017880624,-6.5859518,-6.6039942,1073.0976
4255,near,fox,deer,0.013550884,-7.909102,-7.9227455,1641.2171
4264,near,fox,deer,0.036139388,-6.6215692,-6.6583777,1484.2268
4277,near,fox,dog,0.25038758,-6.0979829,-6.3861819,1776.2258
4313,near,fox,cat,0.031169156,-7.2960305,-7.3276958,938.11463
4341,near,fox,airplane,0.19638609,-5.6563849,-5.8750213,2637.0517
4441,near,fox,dog,0.0096351053,-7.940773,-7.9504548,806.57346
4621,near,fox,frog,0.36661904,-5.9221506,-6.3788338,1731.032
4703,near,fox,deer,0.042354785,-7.1490231,-7.192301,1281.2479
4706,near,fox,cat,0.010643685,-6.8343306,-6.8450313,944.80336
4754,near,fox,deer,0.042886868,-6.2202554,-6.2640891,1356.8929
4878,near,fox,cat,0.2418089,-3.8330665,-4.1098863,1667.1248
4889,near,fox,horse,0.0018741516,-8.0913076,-8.0931836,392.68564
4991,near,fox,dog,0.11894151,-5.9368014,-6.0634327,1790.0928
5084,near,fox,cat,0.13677507,-7.1179109,-7.2649908,2003.802
5619,near,fox,cat,0.13296272,-5.1709318,-5.3136051,1531.0128
5726,near,fox,bird,0.29406142,-5.5545082,-5.9027353,2365.5709
5832,near,fox,deer,0.056443701,-7.6386518,-7.6967511,1456.3246
5889,near,fox,deer,0.51443643,-4.5851765,-5.3076215,2551.0597
5896,near,fox,deer,0.037126907,-7.0560226,-7.0938563,1894.3568
5945,near,fox,horse,0.18044902,-4.8384948,-5.0374935,2018.7733
6080,near,fox,cat,0.38863187,-5.9469142,-6.4389702,2660.3792
6162,near,fox,cat,0.0075143532,-7.6020484,-7.6095911,627.25351
6163,near,fox,deer,0.0024258529,-8.8612289,-8.8636577,1014.3787
6469,near,fox,deer,0.0014584475,-9.2306213,-9.2320808,683.33019
6505,near,fox,deer,0.46897955,-4.332972,-4.9659268,2489.7974
6545,near,fox,deer,0.26567568,-5.4012246,-5.7100291,2028.6846
6693,near,fox,cat,0.39390613,-6.8358879,-7.3366083,2358.6154
6816,near,fox,cat,0.2304949,-7.0377302,-7.2997379,1696.934
7021,near,fox,bird,0.18930114,-5.224256,-5.4341147,2398.8008
7141,near,fox,deer,0.13155649,-5.887135,-6.0281878,2036.4469
7225,near,fox,cat,0.00020252048,-10.062522,-10.062724,323.11284
7248,near,fox,cat,0.19974904,-7.4844503,-7.7072802,1726.5549
7279,near,fox,cat,0.043252129,-6.2062054,-6.2504207,1409.7029
7317,near,fox,cat,0.13950216,-6.9543338,-7.104578,1909.5404
7373,near,fox,cat,0.51058416,-4.4861231,-5.2006658,2715.801
7503,near,fox,dog,0.056695444,-7.1099162,-7.1682823,1294.3031
7564,near,fox,cat,0.093561427,-7.7146873,-7.8129194,1537.4608
7621,near,fox,deer,0.0031004399,-8.6928415,-8.6959468,826.96739
7799,near,fox,horse,0.21753208,-6.0127435,-6.2580458,1979.1993
7924,near,fox,dog,0.0080011712,-9.3563833,-9.3644167,1143.5622
7973,near,fox,dog,0.21915335,-5.5372653,-5.7846418,2032.808
8100,near,fox,dog,0.50964143,-4.6701512,-5.3827696,2565.926
8109,near,fox,deer,0.014683955,-7.1742115,-7.1890043,1088.8926
8132,near,fox,dog,0.27380152,-5.4209008,-5.7408327,1660.2551
8150,near,fox,cat,0.0011192681,-9.3025331,-9.303653,606.03547
8185,near,fox,deer,0.19597496,-5.1609478,-5.3790727,2187.5238
8187,near,fox,cat,0.0044963005,-8.4324293,-8.4369358,510.95191
8381,near,fox,horse,0.1302669,-5.7057457,-5.8453146,1559.0397
8405,near,fox,deer,0.056948985,-6.589149,-6.6477839,1733.1924
8618,near,fox,cat,0.0018039171,-9.9248629,-9.9266684,631.05088
8672,near,fox,dog,0.17230071,-5.8985639,-6.0876692,1650.8934
8715,near,fox,cat,0.016816193,-8.5068579,-8.5238171,804.17595
8731,near,fox,cat,0.0066891097,-9.08144,-9.0881516,666.59101
8735,near,fox,cat,0.24750902,-6.0262098,-6.3105761,1707.0264
8762,near,fox,deer,0.054450112,-6.6487117,-6.7047003,1526.4254
9148,near,fox,cat,0.0084542503,-7.5933633,-7.6018535,696.20226
9453,near,fox,cat,0.00024205712,-10.119864,-10.120106,198.17076
9496,near,fox,dog,0.53254783,-4.6097655,-5.3702238,2572.9362
9686,near,fox,bird,0.16108318,-4.9578004,-5.1334441,1794.1811
9842,near,fox,deer,0.37378179,-6.4944787,-6.9625351,2173.0369
58,near,leopard,cat,0.0017626101,-8.7543726,-8.7561368,476.95046
259,near,leopard,cat,0.066112992,-7.2090731,-7.2774729,1508.9283
274,near,leopard,bird,0.57589782,-4.5130849,-5.3708658,2835.3441
288,near,leopard,frog,0.662229,-3.7455177,-4.8309049,2470.5061
313,near,leopard,cat,0.026308344,-6.760366,-6.7870266,1413.1069
425,near,leopard,frog,0.29754272,-4.6782718,-5.0314425,1846.6914
477,near,leopard,dog,0.14670872,-5.263464,-5.4221183,1843.5914
555,near,leopard,cat,0.0036787859,-9.9364557,-9.9401413,1444.3578
702,near,leopard,horse,0.63542805,-2.3935933,-3.4026247,2643.0765
945,near,leopard,frog,0.0023056802,-8.5298986,-8.532207,652.8348
952,near,leopard,frog,0.16011071,-6.2600164,-6.4345016,1855.8276
1084,near,leopard,deer,0.37833663,-5.5519357,-6.0272922,2099.7235
1324,near,leopard,frog,0.1070539,-6.3212276,-6.4344566,1573.9523
1328,near,leopard,dog,0.11382977,-8.2104044,-8.3312506,1628.7504
1570,near,leopard,cat,0.017250267,-7.5159178,-7.5333186,1225.2527
1607,near,leopard,frog,0.4664352,-4.8117323,-5.439907,2175.3352
1620,near,leopard,bird,0.090077811,-6.1712575,-6.2656537,1745.317
1771,near,leopard,cat,0.06705817,-7.8415589,-7.9109714,2032.2304
1843,near,leopard,deer,0.040472628,-7.7212267,-7.7625411,1395.5325
1994,near,leopard,frog,0.001848397,-8.8706264,-8.8724766,696.63688
2211,near,leopard,deer,0.12609962,-5.9448333,-6.0796222,1684.974
2570,near,leopard,frog,0.18269817,-5.8295569,-6.0313038,1920.7653
2647,near,leopard,frog,0.0022616367,-8.8347111,-8.8369753,418.12741
2678,near,leopard,cat,0.079347366,-5.4231086,-5.5057811,1887.7281
3009,near,leopard,deer,0.099908161,-5.8732405,-5.9784989,1711.2449
3074,near,leopard,cat,0.41979544,-4.9877191,-5.5320936,2469.3062
3104,near,leopard,cat,0.0034854727,-7.91714,-7.9206316,429.59312
3200,near,leopard,cat,0.232472,-5.3848724,-5.6494527,1876.3029
3291,near,leopard,cat,0.10486141,-6.5454779,-6.6562546,2394.4759
3338,near,leopard,deer,0.068820485,-6.2376771,-6.3089803,1410.111
3346,near,leopard,cat,0.0028550933,-8.6341438,-8.637003,1048.897
3379,near,leopard,cat,0.35056924,-4.6702929,-5.1019519,2757.9228
3549,near,leopard,cat,0.52383494,-5.4992986,-6.2412893,2372.9321
3567,near,leopard,dog,0.0047014791,-8.5082788,-8.5129914,685.43711
4118,near,leopard,frog,0.41503993,-6.1932306,-6.7294423,3043.0022
4238,near,leopard,dog,0.0029400645,-9.762969,-9.7659134,932.87866
4278,near,leopard,bird,0.042347183,-6.387219,-6.4304889,1833.3011
4320,near,leopard,cat,0.031122024,-6.76016,-6.7917766,1298.7039
4609,near,leopard,frog,0.2495192,-5.2156515,-5.5026927,2252.1407
4611,near,leopard,frog,0.15398891,-4.5556068,-4.7228296,1710.639
4677,near,leopard,cat,0.26369616,-5.8311448,-6.1372572,1649.7563
4943,near,leopard,deer,0.01913979,-8.3302851,-8.3496104,1671.2261
4971,near,leopard,cat,0.50807027,-4.6203628,-5.3297821,2361.484
4992,near,leopard,frog,0.34062771,-5.0929532,-5.5094202,2144.4755
5016,near,leopard,deer,0.017841126,-8.1395454,-8.1575476,1250.4614
5109,near,leopard,bird,0.12475837,-7.9257703,-8.0590256,3016.555
5142,near,leopard,cat,0.36275878,-5.5974941,-6.0481011,2387.0668
5185,near,leopard,horse,0.2185079,-4.696784,-4.9433343,1574.5664
5210,near,leopard,frog,0.55677525,-2.7678792,-3.5815576,2210.9434
5231,near,leopard,frog,0.041818046,-7.02456,-7.0672776,1417.4009
5316,near,leopard,cat,0.066016949,-6.8468218,-6.9151188,1809.3006
5328,near,leopard,deer,0.12050556,-5.8559928,-5.9844008,1975.9289
5399,near,leopard,cat,0.065532825,-7.0793796,-7.1471583,1368.27
5449,near,leopard,frog,0.48319485,-4.1394753,-4.7995647,2708.2142
5458,near,leopard,cat,0.38442676,-4.7879643,-5.2731657,2394.8948
5472,near,leopard,frog,0.14778169,-5.5524082,-5.7123208,2049.8784
5478,near,leopard,bird,0.21003298,-5.2529254,-5.4886895,2029.0839
5698,near,leopard,frog,0.071246707,-5.6724615,-5.7463736,1262.6306
5819,near,leopard,cat,0.013705547,-6.0950561,-6.1088564,700.5718
5905,near,leopard,frog,0.035550592,-6.4949713,-6.5311692,1493.1566
6055,near,leopard,cat,0.0041217907,-9.0055361,-9.0096664,1068.5052
6061,near,leopard,cat,0.19593306,-6.6738644,-6.8919371,2493.0146
6293,near,leopard,frog,0.22321116,-5.2602501,-5.5128368,2030.6528
6395,near,leopard,frog,0.010994203,-7.9107976,-7.9218527,736.15601
6401,near,leopard,frog,0.0020339353,-8.9786654,-8.9807014,655.2083
6409,near,leopard,cat,0.057362386,-5.6633286,-5.722402,1918.4778
6735,near,leopard,cat,0.015368016,-7.3557496,-7.3712369,808.97188
6767,near,leopard,frog,0.5522653,-4.196178,-4.9997324,2458.4468
6924,near,leopard,frog,0.00609474,-8.7236519,-8.7297653,986.48359
7078,near,leopard,cat,0.40081033,-4.7195005,-5.2316776,2444.0726
7283,near,leopard,cat,0.034306807,-8.1654806,-8.2003897,2124.9388
7367,near,leopard,cat,0.02353995,-7.2405114,-7.2643329,1186.2455
7407,near,leopard,cat,0.10360316,-7.1748657,-7.2842378,1809.627
7412,near,leopard,frog,0.020628425,-8.0635395,-8.0843837,1473.6064
7417,near,leopard,deer,0.41436873,-5.1328001,-5.667865,2568.8848
7427,near,leopard,cat,0.028094885,-6.6288443,-6.6573414,1245.4573
7495,near,leopard,cat,0.065128996,-5.6924973,-5.759844,1605.7993
7609,near,leopard,cat,0.0041038111,-8.5777454,-8.5818577,717.01534
7772,near,leopard,deer,0.010811348,-8.5029783,-8.5138485,911.77374
7950,near,leopard,deer,0.20332298,-6.1315608,-6.3588667,1916.539
7974,near,leopard,cat,0.0081126763,-6.7864881,-6.7946338,986.67755
8310,near,leopard,dog,0.53651977,-3.714098,-4.4830895,2515.2271
8324,near,leopard,cat,0.012820407,-8.2101679,-8.2230712,1578.8908
8334,near,leopard,frog,0.09797395,-5.75772,-5.8608319,1385.975
8454,near,leopard,cat,0.2743126,-6.1740441,-6.4946801,2108.9611
8504,near,leopard,bird,0.53898947,-3.4593012,-4.2336356,2196.5312
8695,near,leopard,frog,0.38724961,-6.0158958,-6.5056935,2359.8563
8774,near,leopard,cat,0.06903031,-6.3666458,-6.4381744,1941.1131
8904,near,leopard,frog,0.0078745709,-9.5405607,-9.5484665,1220.067
9058,near,leopard,frog,0.061309794,-6.0027857,-6.0660555,1275.2526
9187,near,leopard,cat,0.004080716,-9.5810652,-9.5851542,461.34198
9238,near,leopard,frog,0.015482191,-7.7660246,-7.7816279,1368.7005
9261,near,leopard,frog,0.00054206964,-10.408731,-10.409274,544.65658
9318,near,leopard,bird,0.39498473,-5.6267819,-6.1292835,2305.3749
9406,near,leopard,frog,0.043587074,-6.7473741,-6.7919396,1406.5436
9575,near,leopard,frog,0.00079351244,-9.084424,-9.0852178,238.52897
9612,near,leopard,deer,0.43343741,-5.9923348,-6.5605026,2075.3037
9914,near,leopard,bird,0.35093849,-4.9976668,-5.4298946,2405.4347
9936,near,leopard,cat,0.052246942,-7.0277128,-7.0813741,1120.4263
9998,near,leopard,frog,0.16262721,-6.3260984,-6.5035844,1888.8678
6,near,camel,bird,0.31913295,-3.9951167,-4.3795049,2259.6788
62,near,camel,horse,0.059626198,-7.2670164,-7.3284942,1236.6154
317,near,camel,dog,0.0022227747,-9.005146,-9.0073713,838.18493
540,near,camel,deer,0.099459312,-6.9247251,-7.029485,2331.3089
650,near,camel,bird,0.031988991,-8.0181026,-8.0506145,1671.4474
717,near,camel,deer,0.44528038,-6.7559562,-7.3452486,2390.952
751,near,camel,airplane,0.034703512,-6.4758878,-6.5112078,1203.2502
769,near,camel,airplane,0.15515286,-5.7867022,-5.9553017,1610.0221
811,near,camel,deer,0.25785057,-5.6842055,-5.9824102,2230.3939
900,near,camel,deer,0.27710918,-4.025197,-4.3496941,2221.436
902,near,camel,horse,0.18006195,-5.6539655,-5.852492,2436.2947
915,near,camel,cat,0.34609576,-6.1329446,-6.5577389,1730.7409
992,near,camel,cat,0.51875775,-3.3413508,-4.0727353,2394.0036
1060,near,camel,horse,0.0044535258,-9.4832535,-9.487717,1112.1019
1085,near,camel,deer,0.23813822,-5.5521026,-5.8240927,2192.017
1184,near,camel,deer,0.27803274,-5.9285951,-6.2543705,2527.8183
1423,near,camel,dog,0.10564162,-5.2218304,-5.3334791,1556.3659
1510,near,camel,deer,0.0019162809,-8.9962635,-8.9981816,935.02242
1572,near,camel,deer,0.0042225648,-8.9909163,-8.9951478,778.6115
1573,near,camel,airplane,0.016030531,-6.4956403,-6.5118007,1270.1245
1588,near,camel,bird,0.34465838,-4.6629562,-5.0855549,2024.5914
1687,near,camel,deer,0.12157317,-7.6918225,-7.8214452,2254.1495
1882,near,camel,dog,0.0041527856,-9.7846928,-9.7888542,658.51351
2051,near,camel,horse,0.00025662325,-10.784584,-10.784841,667.50421
2145,near,camel,deer,0.1642818,-7.1086836,-7.2881474,2682.1839
2267,near,camel,cat,0.5234932,-3.2895377,-4.030811,2266.4639
2315,near,camel,horse,0.31012412,-5.9746537,-6.3458973,1942.8058
2415,near,camel,deer,0.007099384,-7.7250733,-7.732198,1062.3991
2712,near,camel,deer,0.39352713,-6.3485274,-6.8486227,2218.9464
2774,near,camel,horse,0.096147258,-5.911653,-6.0127419,1710.7979
2834,near,camel,deer,0.095757191,-7.1641231,-7.2647804,2207.8212
2946,near,camel,dog,0.0048261759,-9.1433191,-9.148157,731.09038
